,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,Player-additional
466,343,"Lyles, Trey",PF,26,DET,51,990,16.7,0.576,0.38,0.458,6.2,21.2,13.3,9.5,1.1,2.4,10.5,22.3,,1.3,0.9,2.2,0.106,,0.5,-0.4,0.0,0.5,lylestr01
467,343,"Lyles, Trey",PF,26,SAC,24,547,16.0,0.612,0.354,0.376,5.7,21.3,13.4,8.1,0.6,1.0,8.4,17.8,,1.1,0.3,1.4,0.12,,0.7,-1.6,-1.0,0.1,lylestr01
468,344,"Maledon, Théo",PG,20,OKC,51,908,10.6,0.5,0.473,0.315,2.2,12.8,7.4,18.5,1.7,1.1,15.3,20.3,,-0.5,0.8,0.3,0.015,,-3.7,-0.7,-4.4,-0.6,maledth01
469,345,"Mamukelashvili, Sandro",PF,22,MIL,41,407,14.7,0.618,0.452,0.191,9.3,12.0,10.7,7.4,1.1,2.1,10.7,14.6,,0.8,0.3,1.1,0.135,,0.6,-1.0,-0.3,0.2,mamuksa01
470,346,"Mann, Terance",SF,25,LAC,81,2317,13.4,0.572,0.301,0.238,4.9,14.3,9.7,13.1,1.2,0.8,9.9,16.0,,3.1,2.4,5.5,0.113,,-0.8,0.2,-0.6,0.8,mannte01
471,347,"Mann, Tre",PG,20,OKC,60,1367,10.2,0.501,0.463,0.139,1.9,11.2,6.4,10.7,1.7,0.8,10.2,22.0,,-1.0,1.0,0.1,0.002,,-3.3,-1.1,-4.4,-0.8,manntr01
472,348,"Marjanović, Boban",C,33,DAL,23,128,18.5,0.615,0.057,0.314,6.9,27.0,16.9,4.8,0.0,2.1,15.8,33.3,,-0.1,0.2,0.1,0.045,,-3.2,-1.2,-4.4,-0.1,marjabo01
473,349,"Markkanen, Lauri",SF,24,CLE,61,1878,14.7,0.582,0.541,0.226,3.5,16.5,10.2,6.6,1.2,1.4,6.5,19.5,,2.7,2.3,5.0,0.127,,0.4,-0.1,0.4,1.1,markkla01
474,350,"Marshall, Naji",SF,24,NOP,55,735,12.3,0.505,0.39,0.346,5.6,16.0,10.7,12.3,2.2,1.0,12.9,20.8,,0.0,0.7,0.8,0.05,,-2.7,-0.5,-3.2,-0.2,marshna01
475,351,"Martin, Caleb",SF,26,MIA,60,1372,14.8,0.611,0.378,0.227,5.9,13.0,9.5,7.0,2.1,2.3,10.3,16.3,,1.9,2.1,4.0,0.139,,0.1,0.9,1.1,1.1,martica02
476,352,"Martin, Cody",SF,26,CHO,71,1866,12.7,0.579,0.376,0.253,4.6,11.7,8.1,12.4,2.3,1.6,11.5,12.1,,2.4,1.5,3.9,0.101,,-1.2,0.7,-0.5,0.7,martico01
477,353,"Martin, Kelan",SF,26,TOT,30,450,9.4,0.484,0.439,0.076,4.1,9.6,6.8,6.7,1.4,1.7,7.3,18.1,,-0.1,0.2,0.0,0.005,,-2.6,-1.0,-3.6,-0.2,martike03
478,353,"Martin, Kelan",SF,26,IND,27,444,9.7,0.492,0.44,0.077,4.0,9.5,6.7,6.8,1.4,1.8,7.5,18.1,,-0.1,0.2,0.1,0.01,,-2.4,-0.9,-3.3,-0.1,martike03
479,353,"Martin, Kelan",SF,26,BOS,3,6,-11.3,0.0,0.333,0.0,18.5,17.6,18.0,0.0,0.0,0.0,0.0,22.0,,-0.1,0.0,0.0,-0.382,,-14.7,-10.5,-25.1,0.0,martike03
480,354,"Martin, Kenyon",SF,21,HOU,79,1656,14.3,0.603,0.321,0.235,5.3,14.5,9.9,9.4,1.0,2.2,9.4,16.3,,2.3,0.6,2.9,0.084,,0.0,-1.2,-1.2,0.4,martike04
481,355,"Mathews, Garrison",SG,25,HOU,65,1712,11.0,0.602,0.837,0.39,2.0,10.2,6.1,5.3,1.6,1.3,7.1,14.4,,2.2,0.5,2.8,0.078,,-1.3,-1.0,-2.3,-0.1,mathega01
482,356,"Mathias, Dakota",SG,26,MEM,6,16,11.0,0.5,1.0,0.0,0.0,13.4,6.5,8.0,3.0,0.0,0.0,15.4,,0.0,0.0,0.0,0.114,,-1.4,1.7,0.3,0.0,mathida01
483,357,"Matthews, Wesley",SG,35,MIL,49,1002,6.9,0.536,0.714,0.127,3.2,6.4,4.9,4.6,1.1,0.8,7.2,10.7,,0.6,0.6,1.2,0.056,,-3.0,-0.3,-3.3,-0.3,matthwe02
484,358,"Maxey, Tyrese",PG,21,PHI,75,2650,16.2,0.594,0.311,0.247,1.1,8.9,5.1,19.1,1.0,1.1,7.4,20.2,,5.4,1.9,7.3,0.132,,1.3,-0.7,0.6,1.8,maxeyty01
485,359,"Mays, Skylar",SG,24,ATL,28,220,11.7,0.589,0.391,0.141,2.5,9.9,6.2,10.8,1.6,0.0,12.8,15.5,,0.2,0.1,0.3,0.061,,-1.2,-0.8,-2.0,0.0,mayssk01
486,360,"McBride, Miles",PG,21,NYK,40,372,6.1,0.393,0.63,0.111,1.1,11.2,6.1,15.9,1.9,0.3,4.2,13.9,,-0.1,0.4,0.2,0.032,,-5.5,1.0,-4.5,-0.2,mcbrimi01
487,361,"McClung, Mac",SG-PG,23,TOT,2,24,5.2,0.621,0.5,0.167,0.0,12.9,6.5,5.2,1.9,3.6,31.8,16.3,,0.0,0.0,0.0,-0.045,,-8.4,-1.2,-9.6,0.0,mccluma01
488,361,"McClung, Mac",PG,23,CHI,1,3,8.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,29.4,,0.0,0.0,0.0,-0.251,,-6.9,-8.4,-15.3,0.0,mccluma01
489,361,"McClung, Mac",SG,23,LAL,1,22,4.7,0.551,0.6,0.2,0.0,14.6,7.3,6.0,2.2,4.0,26.9,14.5,,0.0,0.0,0.0,-0.015,,-8.6,-0.2,-8.8,0.0,mccluma01
490,362,"McCollum, CJ",SG,30,TOT,62,2145,18.3,0.553,0.403,0.146,2.6,11.5,6.9,26.1,1.6,1.0,9.3,27.5,,2.6,1.0,3.6,0.081,,3.2,-1.3,1.9,2.1,mccolcj01
491,362,"McCollum, CJ",SG,30,POR,36,1267,15.8,0.532,0.435,0.102,2.8,10.7,6.6,22.5,1.4,1.6,9.2,26.1,,0.7,0.3,1.0,0.04,,1.8,-1.7,0.1,0.7,mccolcj01
492,362,"McCollum, CJ",SG,30,NOP,26,878,21.9,0.58,0.361,0.204,2.3,12.5,7.3,31.3,1.9,0.1,9.5,29.4,,1.9,0.7,2.6,0.14,,5.3,-0.7,4.6,1.5,mccolcj01
493,363,"McConnell, T.J.",PG,29,IND,27,652,15.1,0.525,0.159,0.111,3.4,12.2,7.7,28.7,2.2,1.3,11.7,16.2,,1.0,0.4,1.3,0.098,,-0.4,1.4,0.9,0.5,mccontj01
494,364,"McDaniels, Jaden",PF,21,MIN,70,1803,10.3,0.553,0.455,0.128,4.4,13.2,8.7,6.1,1.4,2.9,11.4,15.3,,0.7,1.7,2.4,0.065,,-2.9,-0.1,-2.9,-0.4,mcdanja02
495,365,"McDaniels, Jalen",SF,24,CHO,55,895,12.7,0.595,0.425,0.283,4.3,16.0,10.1,8.7,1.4,2.3,11.2,15.3,,1.0,0.7,1.7,0.093,,-1.9,-0.4,-2.3,-0.1,mcdanja01
496,366,"McDermott, Doug",PF,30,SAS,51,1223,11.4,0.593,0.551,0.11,1.5,8.4,4.9,7.3,0.5,0.4,8.1,18.3,,1.1,0.5,1.6,0.062,,-0.4,-2.1,-2.5,-0.1,mcderdo01
497,367,"McGee, JaVale",C,34,PHO,74,1172,22.6,0.651,0.02,0.319,15.3,29.7,22.7,5.4,0.9,6.1,15.8,22.8,,2.4,2.6,4.9,0.201,,-0.1,0.9,0.8,0.8,mcgeeja01
498,368,"McGriff, Cameron",SF,24,POR,3,46,12.5,0.47,0.429,0.143,13.8,22.3,17.9,9.4,0.0,2.1,0.0,14.0,,0.1,0.0,0.1,0.097,,-1.0,-3.0,-4.0,0.0,mcgrica01
499,369,"McGruder, Rodney",SG,30,DET,51,754,11.6,0.577,0.649,0.116,4.2,12.1,8.0,9.6,1.4,0.8,9.2,14.8,,0.7,0.4,1.2,0.075,,-0.7,-0.7,-1.4,0.1,mcgruro01
500,370,"McKinnie, Alfonzo",SF,29,CHI,17,206,5.6,0.457,0.443,0.131,7.1,10.9,9.0,3.2,0.5,1.3,9.8,15.3,,-0.2,0.1,-0.1,-0.015,,-5.6,-3.4,-9.0,-0.4,mckinal01
501,371,"McLaughlin, JaQuori",PG,24,DAL,4,11,-2.9,0.0,0.5,0.0,0.0,0.0,0.0,22.3,0.0,0.0,0.0,8.2,,0.0,0.0,0.0,-0.101,,-9.4,-4.2,-13.6,0.0,mclauja01
502,372,"McLaughlin, Jordan",PG,25,MIN,62,902,13.4,0.535,0.425,0.2,2.6,8.8,5.6,26.1,3.0,1.1,14.9,11.8,,1.3,1.0,2.3,0.123,,-1.2,1.6,0.4,0.6,mclaujo01
503,373,"McLemore, Ben",SG,28,POR,64,1285,11.7,0.567,0.774,0.163,1.0,8.1,4.4,7.3,1.4,0.8,8.7,21.3,,0.7,0.2,0.8,0.031,,-0.7,-2.5,-3.2,-0.4,mclembe01
504,374,"Melton, De'Anthony",SG,23,MEM,73,1657,15.2,0.529,0.535,0.173,4.0,17.1,10.4,16.0,3.0,2.1,13.0,21.3,,0.9,2.8,3.7,0.107,,0.3,1.6,1.9,1.6,meltode01
505,375,"Merrill, Sam",SG,25,MEM,6,58,7.5,0.485,0.958,0.167,1.8,11.1,6.3,9.0,0.0,0.0,7.2,19.6,,0.0,0.0,0.0,0.029,,-2.2,-3.4,-5.6,-0.1,merrisa01
506,376,"Metu, Chimezie",C,24,SAC,60,1279,13.4,0.546,0.414,0.203,2.9,25.9,14.3,6.9,1.9,2.2,11.1,18.5,,0.1,1.4,1.5,0.056,,-1.6,0.1,-1.5,0.2,metuch01
507,377,"Middleton, Khris",SF,30,MIL,66,2141,18.1,0.577,0.425,0.285,2.1,15.3,8.8,25.5,1.7,0.8,14.2,26.7,,3.2,2.2,5.3,0.119,,1.9,-0.3,1.6,1.9,middlkh01
508,378,"Miles, C.J.",SG,34,BOS,1,2,-7.8,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.03,,-16.3,0.0,-16.3,0.0,milescj01
509,379,"Mills, Patty",SG,33,BRK,81,2346,10.4,0.563,0.715,0.074,0.9,6.2,3.6,10.6,1.1,0.6,8.2,16.4,,1.9,0.9,2.8,0.058,,-0.3,-1.4,-1.7,0.2,millspa02
510,380,"Millsap, Paul",C,36,TOT,33,375,10.8,0.458,0.304,0.209,12.3,20.7,16.6,10.4,1.3,3.1,13.1,16.7,,0.0,0.5,0.5,0.061,,-3.7,0.2,-3.5,-0.1,millspa01
511,380,"Millsap, Paul",C,36,BRK,24,270,11.2,0.443,0.318,0.2,12.0,23.6,17.9,11.8,0.9,3.6,10.6,16.5,,0.1,0.3,0.4,0.069,,-3.6,0.5,-3.1,-0.1,millspa01
512,380,"Millsap, Paul",C,36,PHI,9,106,9.7,0.499,0.267,0.233,12.9,13.5,13.2,6.8,2.4,1.7,19.5,17.4,,0.0,0.1,0.1,0.041,,-4.1,-0.4,-4.5,-0.1,millspa01
513,381,"Milton, Shake",SG,25,PHI,55,1179,11.9,0.517,0.33,0.181,2.9,10.4,6.7,17.6,1.2,1.3,9.2,18.3,,0.7,1.0,1.7,0.069,,-1.6,-0.6,-2.2,-0.1,miltosh01
514,382,"Mitchell, Davion",PG,23,SAC,75,2076,10.8,0.489,0.38,0.101,1.7,7.0,4.4,22.5,1.3,1.0,11.5,20.6,,-0.5,0.6,0.1,0.003,,-2.1,-1.7,-3.8,-0.9,mitchda01
515,383,"Mitchell, Donovan",SG,25,UTA,67,2266,21.6,0.572,0.475,0.227,2.7,10.6,6.8,27.7,2.2,0.5,11.7,32.9,,4.7,2.5,7.2,0.152,,4.6,-0.3,4.3,3.6,mitchdo01
516,384,"Mobley, Evan",PF,20,CLE,69,2331,16.1,0.549,0.111,0.304,6.9,19.8,13.5,11.6,1.2,4.4,12.4,20.4,,1.5,3.7,5.2,0.107,,-0.9,1.5,0.6,1.5,mobleev01
517,385,"Monk, Malik",SG,23,LAL,76,2139,14.4,0.597,0.535,0.142,1.9,11.0,6.4,15.2,1.4,1.2,12.2,20.1,,2.3,1.4,3.6,0.081,,0.5,-1.0,-0.5,0.8,monkma01
518,386,"Monroe, Greg",C,31,TOT,14,195,19.5,0.566,0.0,0.404,16.9,18.8,17.7,16.2,2.0,4.8,15.2,17.3,,0.4,0.3,0.7,0.169,,-0.3,0.7,0.4,0.1,monrogr01
519,386,"Monroe, Greg",C,31,MIN,4,81,18.9,0.578,0.0,0.318,7.8,24.4,15.9,28.1,2.3,7.1,21.8,16.6,,0.1,0.1,0.3,0.149,,-0.3,4.8,4.5,0.1,monrogr01
520,386,"Monroe, Greg",C,31,WAS,2,18,25.1,0.5,0.0,0.0,43.8,18.2,30.8,9.0,2.7,4.7,20.0,24.7,,0.0,0.0,0.1,0.135,,-0.1,-4.3,-4.4,0.0,monrogr01
521,386,"Monroe, Greg",C,31,MIL,5,70,16.0,0.52,0.0,0.409,17.0,14.8,15.9,4.0,2.1,2.8,10.4,17.7,,0.1,0.1,0.2,0.119,,-2.2,-2.3,-4.5,0.0,monrogr01
522,386,"Monroe, Greg",C,31,UTA,3,26,27.0,0.743,0.0,1.4,26.1,12.2,19.0,16.7,0.0,3.4,0.0,13.5,,0.2,0.0,0.2,0.39,,4.6,-0.3,4.4,0.0,monrogr01
523,387,"Moody, Moses",SG,19,GSW,52,607,10.5,0.573,0.601,0.197,3.2,11.0,7.2,5.3,0.6,1.6,6.1,15.2,,0.6,0.7,1.3,0.101,,-1.4,-1.1,-2.5,-0.1,moodymo01
524,388,"Moon, Xavier",SG,27,LAC,10,137,16.2,0.545,0.275,0.098,1.6,9.0,5.4,27.0,2.5,1.9,10.1,19.0,,0.2,0.2,0.3,0.121,,-1.1,1.0,-0.1,0.1,moonxa01
525,389,"Mooney, Matt",SG,25,NYK,1,2,-20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,50.0,43.8,,-0.1,0.0,0.0,-0.915,,-33.9,11.5,-22.3,0.0,moonema01
526,390,"Morant, Ja",PG,22,MEM,57,1889,24.4,0.575,0.218,0.353,4.2,14.1,9.0,34.1,1.7,1.0,12.6,33.7,,4.6,2.1,6.7,0.171,,6.2,-0.1,6.1,3.9,moranja01
527,391,"Morgan, Juwan",PF,24,TOT,2,31,8.3,0.833,0.667,0.0,6.6,7.4,7.0,4.2,0.0,0.0,0.0,4.1,,0.1,0.0,0.1,0.124,,-3.3,-3.9,-7.1,0.0,morgaju01
528,391,"Morgan, Juwan",PF,24,TOR,1,27,9.5,0.833,0.667,0.0,7.6,8.5,8.0,4.8,0.0,0.0,0.0,4.8,,0.1,0.0,0.1,0.139,,-3.2,-4.2,-7.3,0.0,morgaju01
529,391,"Morgan, Juwan",PF,24,BOS,1,4,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.024,,-4.0,-2.0,-6.0,0.0,morgaju01
530,392,"Morris, Jaylen",SG,26,SAS,3,16,-11.4,0.129,0.333,0.667,0.0,13.2,6.6,14.0,0.0,0.0,11.4,23.1,,-0.1,0.0,-0.1,-0.376,,-15.8,-5.7,-21.5,-0.1,morrija01
531,393,"Morris, Marcus",PF,32,LAC,54,1564,13.7,0.549,0.398,0.214,1.8,14.0,8.1,11.3,0.9,1.0,8.4,23.2,,0.9,1.5,2.4,0.074,,-0.3,-1.0,-1.4,0.3,morrima03
532,394,"Morris, Markieff",PF,32,MIA,17,298,10.9,0.547,0.342,0.079,6.6,10.5,8.6,12.1,1.0,0.4,14.5,20.6,,0.0,0.3,0.3,0.054,,-1.5,-0.4,-1.9,0.0,morrima02
533,395,"Morris, Monte",PG,26,DEN,75,2239,14.7,0.583,0.406,0.109,1.4,9.6,5.6,21.4,1.2,0.6,8.8,17.4,,3.9,1.5,5.4,0.116,,0.8,-0.8,0.0,1.1,morrimo01
534,396,"Mudiay, Emmanuel",PG,25,SAC,2,11,12.3,0.399,0.0,2.0,0.0,0.0,0.0,43.4,4.4,0.0,21.0,18.6,,0.0,0.0,0.0,0.023,,-2.7,1.5,-1.2,0.0,mudiaem01
535,397,"Mulder, Mychal",PG,27,TOT,17,240,3.7,0.438,0.701,0.052,0.9,9.8,5.3,3.0,0.8,0.8,9.2,15.8,,-0.4,0.1,-0.2,-0.05,,-5.9,-1.8,-7.7,-0.3,muldemy01
536,397,"Mulder, Mychal",PG,27,ORL,15,195,2.1,0.405,0.687,0.03,1.1,10.3,5.7,2.2,1.0,0.5,10.5,16.8,,-0.5,0.1,-0.4,-0.091,,-6.9,-1.7,-8.6,-0.3,muldemy01
537,397,"Mulder, Mychal",PG,27,MIA,2,44,10.7,0.643,0.8,0.2,0.0,7.6,3.9,6.3,0.0,2.4,0.0,11.0,,0.1,0.0,0.1,0.132,,-1.3,-2.6,-3.9,0.0,muldemy01
538,398,"Murkey, Ade",SG,24,SAC,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.017,,-7.4,-2.3,-9.7,0.0,murkead01
539,399,"Murphy, Trey",SF,21,NOP,62,864,12.5,0.558,0.671,0.184,5.9,13.1,9.4,6.2,1.3,0.8,5.1,15.7,,1.3,0.6,1.9,0.104,,0.2,-1.4,-1.2,0.2,murphtr02
540,400,"Murray, Dejounte",PG,25,SAS,68,2366,22.3,0.533,0.237,0.199,3.5,21.6,12.5,40.6,2.8,0.8,11.8,27.3,,3.9,3.4,7.3,0.149,,3.7,1.7,5.4,4.4,murrade01
541,401,"Muscala, Mike",C,30,OKC,43,592,19.7,0.63,0.657,0.23,3.6,19.1,11.2,6.2,1.5,4.1,4.9,20.9,,1.4,0.7,2.1,0.17,,3.8,1.2,5.0,1.1,muscami01
542,402,"Mykhailiuk, Svi",SF,24,TOR,56,716,9.6,0.509,0.573,0.158,2.9,11.5,7.0,8.8,1.8,0.5,11.3,16.9,,0.1,0.7,0.8,0.052,,-2.7,-0.2,-2.9,-0.2,mykhasv01
543,403,"Nader, Abdel",SF,28,PHO,14,145,4.9,0.431,0.4,0.286,3.0,16.6,10.0,5.9,2.7,2.5,21.8,15.0,,-0.3,0.3,0.0,-0.009,,-7.1,2.2,-4.9,-0.1,naderab01
544,404,"Nance, Larry",C-PF,29,TOT,46,1040,14.4,0.59,0.283,0.231,7.4,19.3,13.1,11.4,2.0,1.9,12.0,12.8,,1.5,0.8,2.3,0.104,,-0.4,0.3,-0.1,0.5,nancela02
545,404,"Nance, Larry",C,29,POR,37,858,14.4,0.581,0.313,0.247,7.2,20.1,13.4,12.5,2.2,1.5,11.0,12.4,,1.3,0.6,1.9,0.104,,-0.3,0.6,0.3,0.5,nancela02
546,404,"Nance, Larry",PF,29,NOP,9,182,14.2,0.628,0.163,0.163,8.3,15.6,11.9,6.4,1.4,3.7,16.0,14.7,,0.2,0.2,0.4,0.104,,-1.1,-0.8,-1.9,0.0,nancela02
547,405,"Nembhard, RJ",SG,22,CLE,14,63,8.0,0.38,0.111,0.222,5.4,6.9,6.1,26.1,0.8,0.0,13.2,16.0,,0.0,0.0,0.0,0.01,,-4.4,-1.5,-6.0,-0.1,nembhrj01
548,406,"Nesmith, Aaron",SF,22,BOS,52,574,7.3,0.507,0.632,0.143,2.9,13.6,8.4,5.4,1.7,0.8,13.8,17.2,,-0.4,0.9,0.4,0.038,,-4.9,0.7,-4.3,-0.3,nesmiaa01
549,407,"Neto, Raul",PG,29,WAS,70,1372,12.4,0.538,0.272,0.245,1.1,9.6,5.4,22.9,2.0,0.2,13.9,18.4,,0.7,0.8,1.5,0.053,,-2.5,-0.5,-2.9,-0.4,netora01
550,408,"Newman, Malik",PG,24,CLE,1,8,28.6,0.68,0.2,0.4,0.0,13.5,6.9,27.8,0.0,0.0,14.5,38.1,,0.0,0.0,0.0,0.179,,6.3,0.1,6.4,0.0,newmama01
551,409,"Niang, Georges",PF,28,PHI,76,1736,10.7,0.594,0.687,0.105,1.6,11.3,6.5,8.7,0.9,0.7,9.1,16.8,,1.5,1.3,2.8,0.077,,-0.8,-1.1,-1.9,0.0,niangge01
552,410,"Nix, Daishen",SG,19,HOU,24,261,8.1,0.48,0.388,0.448,2.9,11.0,6.9,21.5,2.7,0.0,24.5,17.3,,-0.3,0.1,-0.2,-0.033,,-5.4,-1.0,-6.4,-0.3,nixda01
553,411,"Nnaji, Zeke",PF,21,DEN,41,698,13.5,0.629,0.43,0.349,9.3,14.1,11.8,3.4,1.1,1.7,9.7,14.9,,1.2,0.6,1.8,0.123,,-0.7,-1.6,-2.2,0.0,nnajize01
554,412,"Noel, Nerlens",C,27,NYK,25,562,11.8,0.581,0.05,0.5,9.0,18.1,13.5,5.7,2.7,5.4,21.5,7.3,,0.4,1.0,1.5,0.128,,-3.1,3.3,0.3,0.3,noelne01
555,413,"Nowell, Jaylen",SG,22,MIN,62,975,16.8,0.581,0.387,0.223,2.4,11.4,6.8,20.2,1.3,1.0,7.4,21.0,,2.1,0.7,2.8,0.138,,1.5,-0.7,0.8,0.7,nowelja01
556,414,"Ntilikina, Frank",SG,23,DAL,58,685,10.4,0.513,0.498,0.112,1.9,10.9,6.4,14.7,2.0,0.9,11.7,17.4,,0.1,0.9,0.9,0.065,,-2.8,0.9,-1.9,0.0,ntilila01
557,415,"Nurkić, Jusuf",C,27,POR,56,1579,20.0,0.586,0.093,0.447,11.2,32.6,21.5,16.6,1.9,2.1,16.6,23.6,,2.0,1.7,3.6,0.11,,0.1,0.2,0.3,0.9,nurkiju01
558,416,"Nwaba, David",SF,29,HOU,46,609,15.3,0.567,0.278,0.381,7.4,20.0,13.6,8.5,2.2,2.9,9.3,15.8,,0.8,0.5,1.3,0.105,,-0.6,0.0,-0.6,0.2,nwabada01
559,417,"Nwora, Jordan",SF,23,MIL,62,1185,9.9,0.506,0.491,0.093,3.4,16.1,9.9,7.0,1.0,1.4,10.6,19.4,,-0.4,1.1,0.6,0.025,,-2.7,-1.5,-4.1,-0.6,nworajo01
560,418,"O'Neale, Royce",SF,28,UTA,77,2406,10.3,0.608,0.689,0.126,3.0,13.4,8.4,10.5,1.8,1.2,14.4,9.9,,2.7,2.8,5.5,0.109,,-0.8,1.7,0.8,1.7,onealro01
561,419,"Ojeleye, Semi",PF,27,TOT,30,406,6.7,0.438,0.505,0.293,7.2,12.0,9.7,2.9,0.8,1.4,7.5,12.8,,-0.1,0.3,0.2,0.029,,-4.1,-1.6,-5.7,-0.4,ojelese01
562,419,"Ojeleye, Semi",PF,27,MIL,20,308,5.0,0.376,0.586,0.186,8.8,11.1,10.0,2.0,0.8,1.6,6.2,11.2,,-0.1,0.2,0.1,0.011,,-4.9,-1.7,-6.6,-0.4,ojelese01
563,419,"Ojeleye, Semi",PF,27,LAC,10,98,12.0,0.569,0.31,0.552,2.2,14.7,8.6,5.8,1.0,0.9,10.0,18.0,,0.1,0.1,0.2,0.086,,-1.7,-1.4,-3.1,0.0,ojelese01
564,420,"Okeke, Chuma",PF,23,ORL,70,1749,12.0,0.501,0.645,0.113,2.8,18.2,10.5,10.1,2.7,2.2,8.6,16.4,,-0.3,2.5,2.2,0.06,,-1.6,1.5,-0.1,0.8,okekech01
565,421,"Okogie, Josh",SG,23,MIN,49,516,9.0,0.526,0.452,0.49,5.9,8.7,7.3,6.2,2.4,2.2,15.4,12.1,,0.1,0.5,0.7,0.062,,-3.7,0.9,-2.7,-0.1,okogijo01
566,422,"Okongwu, Onyeka",C,21,ATL,48,992,19.8,0.714,0.0,0.487,12.8,18.4,15.6,7.6,1.5,5.4,13.8,14.0,,3.1,1.1,4.2,0.202,,0.0,0.8,0.8,0.7,okongon01
567,423,"Okoro, Isaac",SF,21,CLE,67,1981,10.4,0.589,0.364,0.36,4.1,7.1,5.6,8.5,1.4,1.0,10.4,12.4,,2.4,1.9,4.2,0.103,,-2.4,0.7,-1.7,0.1,okorois01
568,424,"Okpala, KZ",PF,22,MIA,21,244,10.4,0.521,0.377,0.159,5.2,13.7,9.5,8.3,0.8,3.0,6.3,14.4,,0.2,0.3,0.5,0.097,,-3.2,0.4,-2.8,-0.1,okpalkz01
569,425,"Oladipo, Victor",SG,29,MIA,8,173,16.8,0.608,0.493,0.26,2.0,12.9,7.5,26.3,1.4,0.6,16.4,25.1,,0.2,0.2,0.4,0.124,,1.8,-0.5,1.3,0.1,oladivi01
570,426,"Oliver, Cameron",SF,25,ATL,2,43,21.4,0.705,0.2,0.2,5.1,10.1,7.6,11.1,1.1,2.1,0.0,16.6,,0.2,0.0,0.2,0.219,,2.3,-0.5,1.7,0.0,oliveca01
571,427,"Olynyk, Kelly",C,30,DET,40,764,16.7,0.561,0.416,0.311,7.3,18.3,12.5,23.3,2.0,2.2,15.1,21.5,,0.8,0.8,1.6,0.104,,0.5,1.0,1.6,0.7,olynyke01
572,428,"Omoruyi, Eugene",SF,24,DAL,4,18,17.0,0.518,0.4,0.8,12.3,30.9,21.6,15.8,0.0,0.0,0.0,16.9,,0.1,0.0,0.1,0.201,,3.3,0.7,4.0,0.0,omorueu01
573,429,"Oni, Miye",SG,24,UTA,16,44,0.4,0.265,0.889,0.111,2.6,14.4,8.7,14.2,0.0,0.0,9.6,10.3,,-0.1,0.0,0.0,-0.032,,-7.6,-0.3,-7.9,-0.1,onimi01
574,430,"Osman, Cedi",SF,26,CLE,66,1462,13.3,0.563,0.628,0.229,1.9,9.0,5.5,14.1,1.8,0.6,9.6,21.1,,1.3,1.6,2.9,0.094,,-0.3,0.5,0.2,0.8,osmande01
575,431,"Oturu, Daniel",C,22,TOR,3,27,13.4,0.549,0.167,0.833,3.8,17.0,10.0,0.0,0.0,7.2,0.0,13.0,,0.0,0.0,0.1,0.121,,-2.7,-2.5,-5.2,0.0,oturuda01
576,432,"Oubre, Kelly",SF,26,CHO,76,1999,14.9,0.56,0.593,0.203,4.1,12.0,8.0,6.2,1.8,1.5,6.2,23.0,,1.8,1.4,3.3,0.079,,0.2,-1.6,-1.4,0.3,oubreke01
577,433,"Paige, Jaysean",PG,27,DET,1,7,-22.2,0.0,0.667,0.0,0.0,16.3,7.7,18.1,0.0,0.0,25.0,24.5,,-0.1,0.0,-0.1,-0.574,,-25.0,-6.5,-31.5,0.0,paigeja01
578,434,"Palmer, Trayvon",SG,27,DET,1,17,-5.7,0.0,0.0,0.0,0.0,13.4,6.4,0.0,0.0,0.0,50.0,5.0,,-0.1,0.0,0.0,-0.133,,-13.1,-1.8,-15.0,-0.1,palmetr01
579,435,"Pangos, Kevin",PG,29,CLE,24,166,6.5,0.408,0.565,0.087,1.4,5.9,3.7,24.6,0.9,0.0,12.8,14.6,,-0.1,0.1,0.1,0.016,,-4.7,-1.4,-6.1,-0.2,pangoke01
580,436,"Parker, Jabari",PF,26,BOS,12,112,14.8,0.632,0.421,0.237,5.0,21.7,13.5,7.9,1.8,0.8,16.0,19.6,,0.1,0.2,0.3,0.141,,-0.3,1.1,0.7,0.1,parkeja01
581,437,"Paschall, Eric",PF,25,UTA,58,737,13.9,0.612,0.46,0.366,4.6,10.9,7.9,7.1,0.6,0.6,9.0,17.7,,1.4,0.5,2.0,0.127,,0.5,-1.0,-0.5,0.3,pascher01
582,438,"Paul, Chris",PG,36,PHO,65,2139,20.8,0.581,0.27,0.274,1.1,12.8,7.1,44.5,2.7,0.8,15.6,19.7,,5.8,3.6,9.4,0.21,,3.1,2.3,5.4,4.0,paulch01
